lead_time,avg_price_per_room,no_of_special_requests,arrival_month,Unnamed: 0,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,booking_status
18,61.53,1,11,8322,20,4,2,2,3,1
10,58.0,0,12,21239,11,3,3,2,0,1
12,72.96,0,1,21581,10,4,5,2,0,1
103,96.05,0,4,25600,6,4,4,1,0,1
2,77.25,0,1,24350,7,4,3,0,0,1
0,82.66,0,7,22148,23,4,1,0,3,1
44,106.2,1,4,22267,27,4,2,0,0,1
62,72.75,0,3,2414,7,4,4,1,3,0
12,65.0,1,6,9900,20,2,0,1,0,1
2,116.27,1,7,6934,9,4,1,0,0,1
166,110.0,0,11,2280,1,4,3,0,0,0
36,148.5,2,10,7753,3,4,1,1,0,1
2,88.0,0,3,22726,16,0,2,0,0,1
10,129.0,0,5,29439,15,2,9,4,0,1
43,149.4,1,5,24614,18,4,1,0,0,1
184,105.3,2,8,31572,9,4,3,0,0,0
58,113.4,0,6,24528,20,4,2,1,0,0
102,101.5,0,10,30869,16,3,2,0,1,0
44,107.1,0,4,30182,2,4,1,1,3,0
73,107.95,1,4,33845,9,4,2,2,0,0
156,114.83,1,7,10917,5,4,4,0,0,0
37,94.5,0,9,32944,16,4,2,0,0,1
94,111.33,1,10,6657,8,4,1,2,0,1
16,0.0,1,10,10915,8,4,0,0,0,1
1,65.0,0,3,25948,29,2,1,0,0,1
77,75.0,1,12,32833,9,3,2,0,0,1
189,60.0,1,3,36194,25,3,2,1,0,1
22,95.0,1,11,3168,19,4,3,0,0,1
222,118.0,0,4,33250,28,4,3,2,0,0
145,94.5,0,8,15983,29,3,1,2,1,1
123,120.34,0,10,33482,21,4,5,2,0,1
0,89.0,1,4,30198,4,4,0,1,3,1
34,100.35,2,8,13991,28,4,4,2,3,0
83,159.3,2,4,27492,3,4,1,2,0,1
181,250.0,1,10,19108,11,3,1,0,0,0
42,90.76,1,2,23297,14,4,3,2,0,1
14,95.0,0,10,23640,3,2,0,1,0,1
184,98.1,0,10,10855,12,4,1,0,3,0
2,94.0,0,11,12105,2,0,2,0,0,1
38,145.8,1,9,18417,21,4,2,1,0,1
99,80.5,0,2,19307,19,2,2,0,0,1
30,88.56,1,7,10263,14,3,3,1,3,1
210,72.75,0,10,32783,8,3,3,1,0,1
4,85.5,0,4,16726,7,3,3,0,0,1
287,100.8,2,9,21077,29,4,3,0,0,0
23,109.0,0,3,10927,18,4,1,0,0,1
27,139.0,2,7,8151,6,4,1,0,3,1
346,115.0,1,9,35081,13,3,2,0,1,0
27,151.0,1,7,9685,8,4,2,0,0,1
48,79.2,2,11,13298,4,4,2,1,3,1
386,115.0,1,10,28563,23,3,0,2,1,0
90,73.95,0,3,12757,7,4,4,1,0,0
133,105.3,1,8,32550,21,4,0,2,0,1
68,118.8,1,4,28526,26,4,2,0,0,1
82,85.5,0,6,459,23,4,1,0,3,0
30,67.0,0,11,8278,13,2,0,1,0,1
2,169.33,0,8,34930,15,4,2,1,3,1
118,114.3,1,8,11269,11,4,1,0,0,1
134,65.0,0,12,17432,4,3,2,2,0,1
33,117.33,2,9,3745,15,4,2,0,0,1
40,109.8,2,9,30803,1,4,1,0,0,1
43,117.9,1,4,20359,8,4,1,0,0,1
88,76.5,0,8,8944,14,4,2,0,0,1
32,73.0,0,11,35323,20,3,2,0,0,1
117,97.75,1,6,4351,28,4,4,0,3,1
54,156.93,2,7,30038,10,4,0,1,0,1
259,90.0,0,5,27113,5,3,3,0,0,0
134,103.5,0,8,5916,10,4,2,0,3,0
180,100.0,1,5,11361,2,3,1,1,0,1
78,90.63,2,11,17072,12,4,5,2,0,0
1,159.0,2,3,10092,24,4,1,0,0,1
13,90.6,1,11,25271,22,3,0,2,0,1
42,121.78,2,11,28389,1,4,9,2,0,1
88,150.45,2,4,14229,3,4,2,2,0,1
36,102.6,2,10,20703,13,4,1,0,3,1
1,96.0,0,8,28155,29,4,1,2,0,1
46,73.9,0,3,12428,3,4,3,0,0,0
96,94.5,0,7,18686,11,3,1,2,1,0
22,140.0,0,5,13399,20,3,2,0,0,1
16,131.0,1,7,11513,28,4,2,0,0,0
147,143.1,2,9,19519,18,4,3,2,0,1
37,72.91,1,9,28576,5,4,3,1,3,1
24,119.0,2,10,11311,20,4,3,0,3,1
8,185.67,0,3,12235,25,4,2,1,1,0
98,117.9,1,8,18577,21,4,2,2,0,1
102,86.4,2,12,7978,6,4,2,0,0,0
55,104.0,0,4,7901,6,3,1,0,1,1
102,109.0,0,10,26784,16,3,2,0,1,1
53,116.1,0,5,27482,6,4,2,0,3,0
12,71.0,0,1,6442,19,3,2,0,0,1
59,75.0,0,11,1138,18,3,2,2,0,1
22,112.25,2,8,10112,28,4,2,2,3,1
154,114.3,1,8,20821,24,4,1,0,0,0
196,105.3,0,8,18367,4,4,3,0,0,0
62,75.0,0,11,29211,21,3,2,1,0,1
99,65.0,0,10,27661,30,3,2,2,0,0
58,178.56,2,12,15443,29,4,3,2,0,1
151,71.0,0,1,23169,19,3,2,0,0,1
168,76.58,1,7,35071,26,4,4,0,0,1
2,136.0,1,6,16133,11,4,1,0,0,1
146,127.8,2,7,35930,8,4,1,0,0,1
71,98.0,0,5,4713,10,3,3,0,1,1
199,98.1,1,10,11504,1,4,1,1,3,1
41,85.67,0,3,8358,13,2,1,2,0,1
12,65.0,1,6,20591,14,2,2,0,0,1
24,55.0,0,12,23766,4,3,2,0,0,1
6,81.0,1,12,25882,16,4,1,0,0,1
140,88.77,1,7,7165,2,4,1,1,0,1
9,95.2,1,12,17047,28,4,4,0,3,1
111,102.75,1,5,23631,9,4,3,1,3,1
275,90.0,0,10,32692,5,3,4,1,0,0
12,80.0,0,1,31198,26,2,2,0,0,1
50,98.55,0,10,29929,19,3,2,0,0,1
15,195.4,0,3,20170,17,4,3,2,0,0
33,64.0,0,1,28130,25,2,1,1,0,1
230,137.0,0,9,31392,6,3,5,0,1,0
15,174.0,2,9,31673,20,4,2,2,0,1
6,145.9,0,8,18453,25,4,3,1,0,0
386,115.0,1,10,13583,23,3,0,2,1,0
10,79.0,0,11,12687,7,0,3,1,0,0
31,75.0,1,10,12805,25,3,1,2,0,1
116,70.0,0,2,17185,28,3,1,2,0,0
9,75.0,0,1,22147,29,4,1,0,3,1
177,100.0,0,6,27853,3,3,2,0,0,0
24,105.0,0,9,33483,15,4,3,0,0,1
4,95.0,0,5,17746,2,3,0,1,0,1
134,103.5,2,8,7949,11,4,3,0,3,1
45,143.65,0,3,14946,28,4,3,1,0,0
87,131.4,2,8,28394,31,4,4,0,0,1
101,90.0,2,11,32827,18,4,2,0,0,0
92,90.0,0,11,33215,11,3,1,0,0,1
86,205.06,2,7,15242,15,4,2,0,0,1
28,90.25,1,9,29860,4,4,2,2,0,1
8,56.0,0,3,11438,1,3,3,0,0,1
257,80.0,0,7,2538,1,3,2,0,1,1
99,137.1,1,9,13441,5,4,2,1,0,1
90,99.45,1,4,30594,23,4,5,2,1,0
44,85.5,0,9,23699,18,3,2,2,0,1
21,85.0,0,3,22964,4,4,1,0,0,0
26,139.0,1,9,17121,25,4,1,2,0,1
30,186.22,1,11,19721,2,4,9,4,0,0
3,78.2,0,12,25420,6,3,0,2,0,1
120,121.5,1,7,6223,13,4,3,0,0,1
27,111.0,1,4,22256,25,4,0,1,0,1
138,117.91,1,5,8518,21,4,5,2,0,0
61,99.9,0,7,2619,23,4,1,1,0,0
80,80.75,0,6,33972,4,3,1,2,0,1
110,72.8,0,4,18762,20,4,2,0,0,1
71,146.7,2,7,3387,24,4,0,1,0,1
86,104.4,2,10,16637,26,4,2,0,0,1
3,65.0,0,9,21078,27,2,0,2,0,1
94,131.4,0,8,35812,24,4,4,0,0,0
41,60.0,0,11,22723,8,3,2,2,0,1
22,67.52,0,3,5941,6,4,3,2,0,1
39,137.7,0,4,16272,21,4,3,1,0,1
74,80.0,0,9,24145,18,3,2,0,1,1
4,65.46,1,11,17975,13,4,0,1,3,1
30,125.1,2,9,878,15,4,1,0,3,1
78,117.9,0,8,33659,7,4,0,1,0,0
290,90.95,0,10,24947,20,4,3,2,0,0
0,65.0,0,9,32238,20,2,0,2,0,1
80,126.9,1,5,150,2,4,1,1,0,1
70,113.87,2,12,2372,8,4,3,0,0,1
170,86.24,2,7,20883,28,4,3,0,3,1
147,76.5,0,8,26339,11,4,3,0,0,0
161,82.35,2,8,27154,16,4,2,0,0,1
279,73.95,0,12,17925,21,4,4,0,0,0
105,75.0,0,10,22027,12,3,3,0,0,0
28,74.7,0,2,15394,3,4,7,2,0,0
108,87.3,2,3,16403,30,4,3,0,0,0
25,108.0,0,9,14146,12,4,0,1,0,0
36,130.32,0,5,35205,22,3,0,2,0,1
185,103.5,0,12,35544,16,4,2,1,0,1
157,85.5,0,6,18500,30,4,3,0,3,0
19,118.0,1,9,33520,6,4,2,0,3,1
130,85.5,1,8,5379,1,4,1,2,0,0
86,100.0,0,9,5117,9,2,2,0,0,1
14,121.0,1,6,13014,8,4,1,0,0,1
4,82.9,1,1,6939,10,4,0,2,0,1
239,112.2,0,6,24433,15,3,2,0,1,0
1,124.0,0,6,30242,7,4,1,0,0,1
46,102.6,2,12,29071,7,4,3,0,0,1
49,71.0,0,12,31009,30,3,4,0,0,1
114,130.0,0,10,28644,13,3,2,0,0,1
1,81.0,0,2,27953,26,4,1,0,3,1
30,140.0,0,6,21109,2,3,2,0,0,1
64,150.45,2,5,32017,9,4,3,1,0,1
263,67.0,0,9,6489,21,3,0,1,0,1
55,104.0,0,4,33425,6,3,1,0,1,1
23,149.0,0,6,3120,18,4,1,2,0,0
1,139.0,0,7,27106,8,4,1,0,3,0
5,92.31,2,8,21532,17,4,10,3,0,0
104,72.25,1,4,34110,18,4,3,1,3,0
6,114.4,0,7,9876,5,3,1,0,0,1
5,110.0,1,5,24224,24,2,2,0,0,1
162,96.9,0,8,12477,11,3,3,2,0,1
71,69.05,0,3,20693,17,4,2,0,0,1
63,94.5,0,4,36273,21,4,3,0,3,0
165,103.5,1,7,21769,10,4,0,1,3,0
204,100.0,0,5,4673,5,4,3,0,0,0
274,107.0,2,8,6119,9,4,3,0,0,0
160,107.61,1,5,33904,23,4,4,1,0,0
4,85.0,0,9,485,19,3,0,1,3,1
129,128.7,0,8,7791,25,4,2,0,0,1
258,96.3,0,10,25911,29,4,1,2,0,0
1,85.0,0,9,31793,29,2,2,0,0,1
226,70.0,1,10,4548,29,3,2,2,0,1
70,149.4,0,9,13599,15,4,2,0,0,0
17,148.38,2,5,9132,7,4,2,2,1,1
238,126.9,1,9,9626,21,4,2,0,0,0
24,107.1,0,9,6068,26,4,1,1,3,0
2,102.0,1,2,19815,13,4,1,0,0,1
4,91.0,0,2,4296,13,4,1,2,0,1
291,115.0,0,8,34526,19,3,2,0,1,0
156,122.63,2,10,9254,31,4,3,1,0,0
126,139.5,0,8,17161,3,4,1,0,1,0
216,172.23,0,11,30491,6,4,5,2,0,0
1,164.0,0,10,21130,6,4,2,0,0,1
34,99.9,0,4,29777,12,3,1,0,0,1
188,130.0,0,6,9875,15,3,2,0,0,0
17,65.0,0,9,14649,20,2,1,2,0,1
57,90.67,1,6,20351,10,3,2,1,0,1
5,0.0,0,8,10477,19,1,1,0,0,1
103,115.0,0,4,7439,19,4,2,0,0,0
160,102.3,0,7,24110,17,4,1,2,0,0
99,65.0,0,10,27963,30,3,2,2,0,0
2,205.0,0,10,2467,10,4,1,1,0,0
51,152.1,1,8,3949,22,4,2,1,0,1
18,87.0,0,2,27732,21,3,2,2,0,1
8,130.0,0,11,15686,5,3,1,0,0,1
104,67.9,2,8,24119,11,4,3,0,0,1
188,130.0,0,6,28802,15,3,2,0,0,0
12,77.25,1,12,25219,24,4,2,0,0,1
166,122.4,1,10,8589,3,4,3,1,0,0
37,65.0,0,5,31121,8,2,0,1,0,1
40,189.9,0,4,26180,6,4,1,0,0,0
74,109.0,0,9,22853,18,3,2,0,1,1
0,114.0,1,8,31533,20,4,1,0,0,1
11,130.0,1,11,13931,5,4,1,0,0,0
0,109.0,0,8,13941,14,3,2,0,1,1
338,90.67,1,10,26651,7,3,2,1,0,1
101,132.6,0,5,2796,25,4,4,0,0,1
3,120.0,0,10,24590,16,4,0,2,0,1
135,130.5,1,8,5667,13,4,1,0,0,1
245,75.0,0,6,24985,17,3,2,0,0,0
0,135.0,0,5,17980,24,4,1,0,0,0
176,0.0,0,9,26713,8,4,0,0,0,1
26,133.5,2,9,35738,12,4,1,1,0,1
118,110.0,0,6,21652,6,3,2,1,0,1
0,159.0,0,9,14640,15,4,1,0,3,1
28,277.0,2,7,21330,20,4,1,0,1,1
38,81.0,0,6,22855,19,3,1,2,0,1
25,113.31,1,6,33676,26,4,4,2,0,1
192,95.0,0,6,4344,24,3,2,0,0,1
6,78.2,0,11,35165,4,3,4,1,0,1
119,127.8,0,8,12032,16,4,2,0,0,0
50,118.8,0,10,15199,4,4,3,0,0,0
50,146.7,1,4,27294,21,4,2,0,0,1
253,78.3,2,12,1804,8,4,3,0,0,1
128,97.42,1,7,1844,11,4,2,1,0,1
95,107.1,0,8,12509,1,4,2,1,3,0
50,93.6,2,11,23528,18,4,2,1,0,1
17,91.0,1,2,33285,15,4,3,1,0,1
279,110.0,0,10,32215,12,3,3,0,0,0
59,93.08,1,4,14208,11,3,3,1,0,1
1,226.17,1,10,30883,2,4,2,1,0,1
324,87.3,0,11,6892,21,4,2,1,0,0
188,130.0,0,6,4128,15,4,2,0,0,0
5,70.0,0,10,11806,28,3,4,0,0,1
0,100.0,1,1,12081,25,4,3,1,0,1
4,121.0,0,6,34259,9,4,1,0,0,0
72,68.4,1,3,31079,14,4,3,1,3,0
1,56.47,0,5,26023,8,4,0,1,3,1
335,80.0,0,10,13008,13,3,3,0,0,1
14,73.0,0,5,14368,27,3,1,0,0,1
40,83.16,1,10,27987,13,4,1,0,3,1
119,116.45,1,7,6332,19,4,4,0,0,1
192,95.0,0,6,35172,24,3,2,0,0,1
212,70.0,0,5,12293,20,3,3,2,0,1
100,110.0,0,9,397,28,3,4,0,1,1
105,110.0,0,10,27947,12,3,2,1,1,0
18,96.0,1,9,12471,4,4,2,0,3,1
111,58.0,0,3,24759,27,3,2,2,0,1
227,76.5,3,8,32943,17,4,9,3,0,1
12,128.0,2,8,26458,1,4,2,1,3,1
28,130.0,0,10,24334,29,3,1,0,0,1
251,108.8,0,9,18027,22,4,4,2,0,0
55,60.0,1,11,23531,18,3,4,0,0,1
61,125.1,0,9,29886,12,4,1,1,3,0
30,94.5,2,10,22849,7,4,3,0,0,1
47,99.9,0,4,23754,12,4,1,0,0,0
1,31.0,1,2,25932,26,2,2,0,0,1
53,90.9,0,4,34927,2,4,1,0,0,0
101,148.9,1,8,14075,8,4,5,3,0,1
53,120.0,0,10,451,14,3,1,0,0,1
97,76.5,1,8,26882,19,4,1,0,0,1
51,110.0,0,6,27982,5,2,5,2,0,0
75,96.78,1,10,16354,2,4,0,2,0,1
320,115.0,1,8,13328,18,3,2,0,1,0
263,110.0,0,10,4472,21,4,2,0,0,0
30,195.53,0,9,11625,24,4,2,2,0,0
18,160.67,1,9,24500,28,4,3,0,1,1
164,100.0,0,10,16904,2,3,2,0,0,1
36,102.6,2,10,12135,13,4,1,0,3,1
120,132.3,2,10,23179,13,4,3,0,0,1
217,90.1,2,5,14052,25,4,4,0,0,0
9,71.84,1,3,27346,1,4,3,0,0,1
1,45.0,2,4,28648,28,3,1,0,0,1
45,131.4,1,3,748,19,4,1,1,0,0
35,95.4,0,3,25784,5,4,1,1,0,0
103,93.6,1,12,26934,2,4,2,1,0,0
154,79.2,2,12,27791,8,4,2,0,3,1
16,83.03,0,3,487,8,4,1,0,0,0
18,65.0,1,6,17546,20,2,0,1,0,1
2,111.0,1,11,26411,22,4,1,0,0,1
1,111.0,1,8,21489,1,4,0,1,0,1
221,65.0,0,10,27084,10,3,1,2,0,1
156,171.96,2,8,2041,13,4,5,2,1,0
55,168.3,0,9,27268,20,4,3,0,0,0
14,166.0,1,8,33663,14,4,3,2,0,1
28,85.0,0,10,14623,20,3,3,0,0,1
13,96.0,0,12,12548,5,4,0,1,0,1
15,150.0,2,10,10393,19,4,3,0,0,1
51,92.82,1,3,31080,16,4,4,0,0,1
38,64.72,1,10,8904,31,3,4,2,0,1
134,89.25,0,7,5135,13,4,4,0,3,1
53,135.9,3,9,19268,9,4,2,0,0,1
1,0.0,1,1,23612,8,4,0,0,3,1
2,0.0,1,9,63,10,1,1,0,0,1
87,112.25,1,10,927,23,3,1,2,1,1
25,76.5,0,8,5647,15,3,1,1,0,1
7,215.0,1,4,29786,15,3,2,0,1,1
229,89.25,0,10,11259,22,4,2,2,0,0
14,98.67,1,10,18535,30,3,2,1,0,1
5,84.0,0,5,29362,8,3,0,2,0,1
35,67.5,0,2,35776,12,4,2,0,3,0
1,77.25,1,12,18810,19,4,1,0,0,1
67,85.0,0,10,32716,3,3,5,2,0,0
90,48.6,0,7,32069,7,4,15,5,3,0
315,52.0,0,12,32295,2,3,2,0,0,1
67,185.1,0,4,19437,27,4,3,0,0,0
19,147.0,0,3,10081,18,4,2,0,1,0
0,75.0,0,8,27781,10,4,0,1,3,0
111,198.9,2,5,28755,27,4,2,1,0,1
0,90.0,2,8,1904,5,4,3,0,0,1
99,112.05,0,7,3210,9,4,2,2,0,0
0,106.0,0,2,35843,13,4,1,1,0,0
103,95.0,0,5,1190,4,4,3,0,0,0
39,96.3,2,11,9767,27,4,2,1,0,1
346,115.0,1,9,7974,13,3,2,0,1,0
12,65.0,1,9,35379,19,2,0,1,0,1
76,79.56,0,7,21328,13,3,4,0,0,1
9,75.0,1,11,14339,1,4,1,2,3,1
61,207.64,1,9,4009,7,4,5,2,0,1
232,100.3,0,9,563,5,4,3,1,0,0
16,127.0,1,3,25847,19,4,1,0,0,1
146,113.56,0,8,27844,9,3,3,0,0,1
60,128.85,0,5,32000,16,4,2,1,0,1
13,82.4,0,8,9536,21,4,3,2,3,1
30,96.3,5,10,27403,14,4,3,0,0,1
105,75.0,0,10,19302,12,3,3,0,0,0
53,113.4,2,10,5253,5,4,2,0,0,1
59,168.3,0,9,20444,24,4,1,1,0,0
8,129.0,0,9,34932,11,4,0,1,3,1
28,156.25,2,4,464,11,4,3,1,1,1
1,230.0,1,11,35525,10,4,1,0,0,1
11,203.5,0,4,29753,24,4,2,2,0,0
192,95.0,0,6,10734,24,3,2,0,0,1
19,90.0,0,10,18826,6,3,3,0,0,1
14,85.0,0,2,5532,18,4,2,0,0,0
4,103.0,1,7,351,1,2,1,0,0,1
6,67.0,0,11,9397,16,2,1,0,0,1
31,53.19,1,3,16503,4,4,2,1,3,1
67,91.2,1,9,11428,5,4,2,1,3,0
111,107.1,1,8,23367,12,4,2,0,3,1
110,120.0,0,10,30451,9,3,0,1,0,0
105,88.12,0,3,4543,20,4,4,2,0,1
8,174.0,2,9,36071,3,4,2,0,0,1
4,95.0,0,5,21772,16,2,1,1,0,1
82,76.5,0,7,19061,16,4,5,2,0,0
40,6.0,1,1,22193,14,4,3,0,0,1
24,50.0,0,12,29934,5,2,2,2,0,1
189,60.0,1,3,12833,25,3,2,1,0,1
62,75.0,0,11,6373,20,3,2,2,0,1
31,63.0,0,11,25542,7,3,0,1,3,1
245,110.0,0,7,33789,6,3,4,2,0,0
91,80.0,0,9,20870,30,3,2,1,0,1
87,58.9,1,7,9701,10,4,7,3,0,0
83,76.5,1,8,3475,5,4,4,1,0,1
139,72.25,1,12,33868,3,4,1,0,0,0
301,115.0,1,7,6280,30,4,1,1,1,0
31,75.0,0,9,5953,16,4,2,1,0,0
74,101.5,0,9,11879,18,3,2,0,1,1
39,101.5,0,8,12895,14,3,2,0,1,1
230,96.3,1,9,29935,2,4,2,1,0,1
2,143.22,2,4,483,1,4,2,2,0,1
94,138.25,0,7,1380,13,4,3,0,0,1
418,107.0,0,9,2281,26,4,2,1,1,0
10,66.0,0,2,30237,4,2,1,0,0,1
36,112.0,0,10,6087,13,3,3,0,1,1
48,75.0,0,11,30228,1,3,4,0,0,1
4,139.0,1,7,16811,6,4,2,0,3,1
245,75.0,0,6,35522,17,3,2,0,0,0
51,87.3,0,7,9667,21,3,5,2,1,1
168,85.0,0,4,21279,22,3,2,1,0,0
39,126.0,1,10,28716,2,4,1,2,0,0
246,58.36,1,12,13589,27,4,5,2,0,1
418,107.0,0,9,30092,26,3,2,1,1,0
85,113.4,2,10,6289,17,4,2,1,0,1
78,154.29,1,12,33731,29,3,3,1,0,1
134,65.0,0,12,14874,4,3,2,2,0,1
43,119.0,1,10,29666,25,4,1,0,0,1
53,134.45,3,11,32888,10,4,3,1,0,1
386,115.0,1,10,7356,23,4,0,2,1,0
0,85.0,0,2,5332,24,4,1,0,3,1
0,109.0,0,8,23200,14,3,2,0,1,1
41,110.7,1,6,23786,20,4,3,1,0,1
73,85.0,0,7,607,14,3,3,0,0,1
37,105.0,0,10,22986,13,3,3,0,0,1
292,90.0,0,7,31699,21,3,2,0,1,1
159,70.0,1,4,27133,9,3,1,1,0,1
308,52.0,0,11,30153,25,3,2,0,0,0
35,93.6,0,12,20427,20,4,2,0,0,0
64,130.0,0,5,15594,17,2,2,0,0,1
139,228.6,2,7,28133,4,4,2,1,1,0
140,113.9,0,7,34557,31,4,3,2,0,0
33,147.25,4,9,33644,26,4,1,1,0,1
165,99.45,2,7,33262,21,4,3,2,0,1
17,113.33,1,10,9058,1,4,3,0,0,1
163,105.3,2,8,29549,1,4,0,1,0,0
22,64.37,1,11,7429,14,4,2,1,3,1
62,70.78,1,7,19599,18,4,3,1,3,1
80,93.6,1,11,27389,19,4,1,2,0,1
58,152.08,1,9,26263,26,4,3,1,0,1
52,166.5,2,9,32029,1,4,3,1,1,1
19,99.0,2,5,17816,9,4,1,1,3,1
320,115.0,1,8,28886,18,3,2,0,1,0
56,185.0,1,9,25348,25,3,2,2,0,1
55,100.0,0,9,9240,9,2,2,0,0,0
1,0.0,1,9,16697,1,1,1,0,0,1
23,88.0,2,11,10115,17,4,2,0,3,1
47,119.17,0,4,30060,25,4,4,1,0,0
100,72.25,2,12,21286,12,4,1,2,0,1
3,120.0,0,10,10765,1,4,1,0,0,1
74,80.0,0,9,35990,18,3,2,0,1,1
236,6.0,1,7,7700,28,4,4,2,0,1
102,109.0,0,10,11420,16,3,2,0,1,1
126,85.5,1,7,26604,27,4,2,1,0,1
1,98.0,0,8,7912,9,4,0,1,3,1
100,108.0,0,10,25187,16,3,1,0,1,0
4,169.0,2,9,12266,4,4,3,2,0,1
0,0.0,1,5,3050,4,1,1,0,0,1
29,75.0,0,10,25308,20,3,3,0,0,1
77,97.02,0,3,13000,26,4,5,2,0,0
17,87.5,1,8,5390,29,4,4,2,0,0
209,128.7,1,10,506,21,4,3,2,0,0
169,106.0,0,4,2136,22,4,2,2,1,0
253,2.0,0,9,27658,26,4,2,1,0,1
63,87.3,0,3,32879,5,4,1,2,0,0
94,144.0,1,4,20335,28,4,2,0,0,1
0,80.0,1,8,15260,4,4,2,0,3,1
51,75.0,0,11,32053,11,3,2,2,0,1
102,140.4,0,6,34105,3,4,1,0,0,1
1,109.0,1,3,4365,16,4,1,0,0,1
161,116.1,0,9,3752,8,4,3,0,0,0
23,87.0,2,1,17624,7,4,3,1,0,1
51,107.1,0,7,25418,6,4,1,0,3,0
19,80.0,0,10,16550,6,3,3,0,0,1
14,91.43,1,8,176,17,4,4,1,3,1
8,56.0,0,3,12528,1,3,3,0,0,1
36,85.0,0,10,6690,25,3,3,0,0,1
29,201.25,3,10,8742,5,4,2,0,0,1
14,100.0,0,10,11327,15,3,2,0,0,1
0,90.0,1,8,12263,5,4,4,0,0,1
7,119.0,1,4,6627,15,4,2,0,3,1
68,99.45,1,3,15097,20,4,3,2,0,1
0,50.0,1,3,3710,17,2,1,0,0,1
38,151.47,0,8,19303,19,4,2,2,0,0
56,82.0,0,9,26779,17,3,2,0,1,1
51,109.8,2,12,14320,6,4,3,0,0,1
70,170.1,0,9,33049,3,4,4,2,1,0
292,115.0,0,7,10126,21,3,2,0,1,0
24,153.23,1,11,7553,7,4,2,1,0,1
276,95.0,0,9,15016,22,3,3,0,0,0
0,68.85,2,7,24945,23,4,1,0,0,1
3,111.0,2,2,19402,5,4,2,0,0,1
82,109.37,0,4,8281,16,4,4,2,0,0
72,60.0,1,2,18398,12,3,2,0,0,1
123,93.08,0,4,26818,21,4,3,1,0,1
0,107.0,3,10,34799,19,2,4,0,0,1
0,140.0,0,10,31352,30,4,0,1,3,1
14,65.0,0,4,6987,29,3,1,0,0,1
27,110.0,0,11,27652,15,3,4,0,1,1
249,86.62,1,8,2084,27,4,1,1,0,0
120,127.8,0,8,23076,8,4,3,1,0,0
4,180.0,1,9,23787,25,4,1,2,0,1
130,90.95,1,6,25198,28,4,5,0,0,0
69,135.15,2,5,25462,9,4,4,1,0,1
1,89.0,0,4,31978,13,4,1,0,3,0
64,116.1,2,4,10689,29,4,2,1,3,1
88,156.6,1,11,31721,26,4,1,0,0,0
80,79.2,0,12,32529,7,4,3,0,3,0
150,101.0,0,1,23379,2,3,1,2,1,1
75,52.85,1,11,9640,16,4,2,1,0,1
86,65.0,1,5,32406,20,3,2,1,0,1
35,88.4,2,12,32596,5,4,3,1,0,1
8,187.55,1,9,18896,12,4,1,1,0,1
69,120.0,0,6,22249,12,3,4,2,0,0
126,106.03,2,5,4440,4,4,4,0,0,1
8,103.0,1,3,4398,11,4,2,1,0,1
15,88.8,0,3,25197,4,4,2,0,0,0
157,97.75,1,7,16930,6,4,4,0,3,1
102,101.5,0,10,33926,16,3,2,0,1,0
2,67.0,0,4,2194,20,2,1,0,0,1
0,75.0,0,3,34596,24,3,1,0,0,1
28,159.0,1,9,33512,16,4,2,0,0,1
12,90.0,3,8,19922,23,4,2,2,0,1
26,104.0,0,12,15671,16,4,2,0,0,0
37,88.39,1,12,17637,14,4,5,2,0,1
12,68.0,2,12,12885,3,3,3,2,0,1
75,77.03,1,6,24910,26,4,2,2,0,1
8,133.6,3,10,15709,4,4,3,2,0,1
124,94.5,0,8,11790,8,3,1,2,1,0
49,93.15,0,7,9987,11,4,0,1,3,0
2,86.32,0,1,24921,2,4,4,2,1,1
129,80.75,0,10,21530,24,3,3,1,0,1
45,217.75,3,3,14383,15,4,8,2,0,1
69,162.3,1,8,1671,27,4,1,2,0,0
24,148.0,2,8,25857,4,4,2,0,3,1
70,100.0,0,6,12127,3,3,2,0,0,1
115,151.2,0,10,20066,15,4,4,2,0,0
2,141.0,1,6,2582,17,4,1,0,0,1
240,95.4,0,9,24463,14,4,2,0,3,0
4,81.0,0,2,32122,19,2,1,0,0,1
210,72.75,0,10,13078,8,3,3,1,0,1
33,157.5,1,10,5222,5,4,4,0,0,0
53,123.3,2,9,34207,3,4,1,1,0,1
0,89.0,1,2,12913,27,4,1,0,0,1
18,128.0,1,6,31129,23,4,1,0,0,1
181,250.0,0,10,26869,11,3,1,0,0,0
290,73.95,0,12,18342,1,4,3,1,0,0
10,87.5,1,11,26313,14,4,3,1,3,1
38,118.58,1,3,26679,19,4,2,2,0,0
0,153.0,1,8,2898,7,4,2,0,3,1
47,101.7,1,6,30043,21,4,1,0,0,1
19,109.0,1,3,2018,18,4,2,0,0,1
174,70.0,0,10,10643,10,3,1,1,0,0
144,129.6,2,9,19077,23,4,3,2,0,1
224,86.62,1,8,19185,1,4,2,1,0,1
190,89.25,0,8,8931,19,4,5,2,3,0
36,112.0,0,10,31659,13,3,3,0,1,1
245,75.0,0,6,31208,17,3,2,0,0,0
42,109.31,1,4,9641,28,4,3,1,3,1
118,116.1,0,6,8233,2,4,3,0,3,0
26,90.0,2,10,2993,19,3,3,1,0,1
31,96.3,1,11,20134,26,4,3,0,0,1
107,61.09,1,12,15491,26,4,3,1,3,1
